age,education,marital.status,relationship,race,sex,hoursperweek,nativecountry,income
31,Some-college,Never-married,Other-relative,Black,Male,40,,<=50K
57,HS-grad,Separated,Unmarried,White,Male,40,United-States,<=50K
67,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
23,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
35,Some-college,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
43,Bachelors,Married-civ-spouse,Husband,White,Male,55,Italy,>50K
39,Some-college,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
36,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
29,Assoc-acdm,Divorced,Unmarried,White,Female,13,United-States,<=50K
25,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
54,10th,Separated,Unmarried,Black,Male,45,United-States,>50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,44,United-States,<=50K
50,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,60,South,>50K
70,10th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
61,Bachelors,Divorced,Not-in-family,Black,Male,48,United-States,>50K
51,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
38,Masters,Married-civ-spouse,Husband,White,Male,70,United-States,<=50K
51,HS-grad,Divorced,Unmarried,White,Female,40,United-States,>50K
28,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
66,Prof-school,Married-civ-spouse,Husband,White,Male,25,United-States,>50K
57,HS-grad,Separated,Not-in-family,White,Male,60,United-States,>50K
44,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,50,,>50K
29,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
21,Some-college,Never-married,Own-child,Black,Female,40,United-States,<=50K
42,10th,Married-civ-spouse,Own-child,Other,Male,43,United-States,>50K
74,Prof-school,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
50,Some-college,Divorced,Not-in-family,White,Female,40,United-States,<=50K
65,HS-grad,Divorced,Other-relative,White,Female,14,United-States,<=50K
64,HS-grad,Divorced,Unmarried,White,Female,38,United-States,<=50K
44,11th,Separated,Unmarried,Black,Female,30,United-States,<=50K
34,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
17,10th,Never-married,Own-child,White,Male,10,United-States,<=50K
17,10th,Never-married,Own-child,White,Female,40,United-States,<=50K
43,Some-college,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
32,Assoc-acdm,Divorced,Unmarried,White,Female,40,United-States,<=50K
54,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
20,Some-college,Never-married,Own-child,White,Female,20,United-States,<=50K
23,Some-college,Never-married,Own-child,White,Male,10,United-States,<=50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
30,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
32,7th-8th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,60,Ireland,>50K
28,Some-college,Never-married,Not-in-family,Black,Male,40,United-States,<=50K
44,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
29,Assoc-voc,Married-civ-spouse,Wife,White,Female,35,Nicaragua,>50K
28,Doctorate,Never-married,Not-in-family,White,Male,50,Germany,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
56,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
34,HS-grad,Divorced,Unmarried,White,Female,20,United-States,<=50K
37,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
66,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
19,HS-grad,Never-married,Own-child,White,Male,30,United-States,<=50K
60,Assoc-voc,Divorced,Unmarried,White,Female,40,United-States,<=50K
54,Some-college,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
47,Some-college,Divorced,Not-in-family,White,Male,48,United-States,>50K
48,Assoc-voc,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
57,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
50,Some-college,Married-civ-spouse,Husband,White,Male,50,Germany,>50K
62,9th,Widowed,Unmarried,Black,Female,25,United-States,<=50K
45,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
55,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
62,HS-grad,Widowed,Not-in-family,White,Female,32,United-States,<=50K
25,10th,Married-civ-spouse,Husband,White,Male,40,Guatemala,<=50K
49,11th,Divorced,Not-in-family,White,Female,38,United-States,<=50K
32,Some-college,Never-married,Unmarried,Black,Female,40,United-States,<=50K
25,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K
39,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
27,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
43,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,>50K
30,HS-grad,Divorced,Other-relative,Asian-Pac-Islander,Female,40,South,<=50K
21,Some-college,Never-married,Own-child,White,Female,20,United-States,<=50K
33,Prof-school,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
33,Some-college,Never-married,Not-in-family,White,Male,50,United-States,<=50K
33,11th,Never-married,Unmarried,Black,Female,38,United-States,<=50K
70,7th-8th,Widowed,Not-in-family,White,Female,35,United-States,<=50K
25,Some-college,Never-married,Own-child,Black,Male,42,United-States,<=50K
17,11th,Never-married,Own-child,White,Male,25,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
19,Some-college,Never-married,Other-relative,Black,Male,35,United-States,<=50K
71,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
31,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
26,Bachelors,Married-civ-spouse,Husband,White,Male,55,United-States,<=50K
52,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
26,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
38,HS-grad,Divorced,Not-in-family,White,Male,45,United-States,<=50K
25,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
22,Bachelors,Never-married,Not-in-family,White,Female,9,United-States,<=50K
48,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
53,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
30,Assoc-acdm,Divorced,Not-in-family,White,Male,50,United-States,<=50K
44,Some-college,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
32,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,56,United-States,>50K
59,11th,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
49,Some-college,Divorced,Unmarried,Black,Female,40,United-States,<=50K
65,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
31,HS-grad,Never-married,Not-in-family,White,Male,50,United-States,>50K
53,5th-6th,Married-civ-spouse,Husband,Other,Male,40,Puerto-Rico,>50K
44,9th,Never-married,Not-in-family,White,Male,40,United-States,<=50K
36,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,55,Japan,>50K
36,HS-grad,Never-married,Not-in-family,White,Female,40,United-States,<=50K
37,9th,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
63,Bachelors,Married-civ-spouse,Husband,White,Male,54,United-States,>50K
67,HS-grad,Married-civ-spouse,Wife,White,Female,30,England,>50K
29,Bachelors,Never-married,Unmarried,Black,Male,40,United-States,<=50K
52,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
21,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
36,Some-college,Divorced,Unmarried,Black,Female,38,United-States,<=50K
24,HS-grad,Never-married,Other-relative,Black,Female,30,United-States,<=50K
31,HS-grad,Never-married,Own-child,Black,Male,40,United-States,<=50K
54,HS-grad,Widowed,Unmarried,White,Female,35,United-States,<=50K
44,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
18,Some-college,Never-married,Own-child,Other,Male,30,United-States,<=50K
41,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
37,Masters,Divorced,Not-in-family,White,Female,70,United-States,<=50K
30,HS-grad,Never-married,Not-in-family,Black,Male,40,,<=50K
26,Bachelors,Never-married,Not-in-family,Asian-Pac-Islander,Male,20,India,<=50K
68,Doctorate,Married-civ-spouse,Husband,White,Male,50,Canada,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
48,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
80,HS-grad,Married-civ-spouse,Husband,White,Male,8,United-States,<=50K
26,Some-college,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
63,9th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
30,Some-college,Never-married,Own-child,White,Female,30,United-States,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
64,Assoc-acdm,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,United-States,>50K
32,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,47,United-States,<=50K
73,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K
32,Bachelors,Never-married,Not-in-family,Black,Female,40,United-States,<=50K
53,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
58,Bachelors,Divorced,Not-in-family,White,Male,40,United-States,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
24,Some-college,Never-married,Own-child,White,Male,15,United-States,<=50K
53,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
23,Some-college,Never-married,Own-child,Other,Female,40,United-States,<=50K
42,Assoc-acdm,Never-married,Other-relative,White,Female,40,United-States,<=50K
30,HS-grad,Married-civ-spouse,Other-relative,White,Female,40,United-States,<=50K
38,Bachelors,Never-married,Own-child,White,Female,35,United-States,<=50K
28,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
19,12th,Never-married,Own-child,White,Female,20,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
26,Bachelors,Never-married,Own-child,White,Male,40,United-States,<=50K
33,9th,Never-married,Unmarried,White,Female,40,United-States,<=50K
29,HS-grad,Never-married,Not-in-family,White,Male,50,,<=50K
54,Masters,Married-civ-spouse,Wife,White,Female,55,United-States,>50K
23,Some-college,Never-married,Not-in-family,White,Female,50,United-States,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
37,9th,Never-married,Not-in-family,White,Female,30,El-Salvador,<=50K
31,7th-8th,Married-civ-spouse,Husband,White,Male,40,Mexico,<=50K
56,12th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
25,11th,Never-married,Own-child,White,Male,40,United-States,<=50K
17,11th,Never-married,Own-child,Black,Female,25,United-States,<=50K
37,HS-grad,Widowed,Unmarried,White,Female,68,United-States,<=50K
60,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
59,Bachelors,Married-spouse-absent,Not-in-family,White,Female,40,United-States,<=50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
46,Prof-school,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
28,HS-grad,Married-civ-spouse,Other-relative,White,Male,16,United-States,<=50K
33,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
24,HS-grad,Never-married,Own-child,White,Male,50,United-States,<=50K
29,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
33,Assoc-voc,Divorced,Unmarried,White,Female,99,United-States,<=50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,40,Dominican-Republic,<=50K
23,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,25,Nicaragua,<=50K
60,HS-grad,Widowed,Not-in-family,White,Female,44,United-States,<=50K
44,10th,Never-married,Unmarried,Other,Female,35,Dominican-Republic,<=50K
18,HS-grad,Never-married,Own-child,White,Male,25,United-States,<=50K
52,12th,Never-married,Unmarried,Black,Female,40,United-States,<=50K
31,HS-grad,Divorced,Not-in-family,White,Male,45,United-States,<=50K
30,Bachelors,Widowed,Unmarried,White,Female,55,United-States,>50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
20,Some-college,Never-married,Not-in-family,White,Female,32,United-States,<=50K
27,Bachelors,Married-civ-spouse,Wife,Black,Female,35,,>50K
33,Assoc-voc,Separated,Own-child,Black,Female,50,United-States,<=50K
25,HS-grad,Never-married,Not-in-family,Black,Female,35,United-States,<=50K
63,HS-grad,Separated,Not-in-family,White,Female,20,United-States,<=50K
63,Some-college,Widowed,Not-in-family,White,Male,35,United-States,<=50K
43,HS-grad,Separated,Not-in-family,White,Female,30,United-States,<=50K
58,11th,Widowed,Not-in-family,White,Female,40,United-States,<=50K
70,Assoc-voc,Widowed,Unmarried,White,Female,35,United-States,<=50K
35,Assoc-voc,Never-married,Own-child,White,Female,40,United-States,>50K
42,Some-college,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
20,Some-college,Never-married,Own-child,White,Male,25,United-States,<=50K
35,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
62,9th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
41,HS-grad,Divorced,Unmarried,White,Female,50,United-States,<=50K
43,Bachelors,Married-civ-spouse,Wife,White,Female,35,United-States,<=50K
19,12th,Never-married,Own-child,White,Male,40,United-States,<=50K
46,HS-grad,Never-married,Own-child,White,Female,40,United-States,<=50K
47,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
36,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
45,Assoc-acdm,Never-married,Not-in-family,Black,Female,40,United-States,<=50K
48,10th,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
29,Assoc-acdm,Never-married,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
48,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
36,HS-grad,Divorced,Unmarried,Black,Female,25,United-States,<=50K
58,11th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
43,HS-grad,Never-married,Not-in-family,Black,Female,40,United-States,<=50K
59,Bachelors,Married-civ-spouse,Husband,White,Male,4,United-States,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
23,Some-college,Never-married,Other-relative,White,Male,40,United-States,<=50K
21,Some-college,Never-married,Own-child,White,Male,25,United-States,<=50K
48,5th-6th,Divorced,Unmarried,Other,Female,40,Dominican-Republic,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
66,Masters,Widowed,Not-in-family,White,Female,40,United-States,<=50K
23,Bachelors,Never-married,Not-in-family,White,Male,32,United-States,<=50K
52,Some-college,Married-civ-spouse,Wife,White,Female,35,United-States,>50K
17,11th,Never-married,Own-child,White,Male,15,United-States,<=50K
35,Some-college,Married-civ-spouse,Husband,White,Male,43,United-States,>50K
39,Doctorate,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
21,Some-college,Never-married,Not-in-family,White,Female,10,United-States,<=50K
24,Some-college,Never-married,Unmarried,White,Female,40,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,84,Japan,>50K
25,HS-grad,Never-married,Not-in-family,White,Male,50,United-States,<=50K
29,Bachelors,Never-married,Not-in-family,Black,Male,40,United-States,<=50K
56,Bachelors,Married-civ-spouse,Husband,White,Male,44,United-States,>50K
34,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
64,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,>50K
27,HS-grad,Married-civ-spouse,Husband,White,Male,39,United-States,<=50K
47,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
36,Bachelors,Married-civ-spouse,Husband,White,Male,42,United-States,>50K
44,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
31,HS-grad,Never-married,Not-in-family,Black,Female,60,United-States,<=50K
23,HS-grad,Married-civ-spouse,Other-relative,White,Female,35,United-States,<=50K
45,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
31,HS-grad,Never-married,Own-child,White,Male,64,United-States,<=50K
45,10th,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
42,HS-grad,Never-married,Unmarried,Black,Female,35,,<=50K
33,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
33,Masters,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
30,Some-college,Married-civ-spouse,Wife,White,Female,20,United-States,>50K
25,Some-college,Never-married,Not-in-family,White,Male,42,United-States,<=50K
33,Masters,Never-married,Not-in-family,White,Female,32,,<=50K
70,Masters,Married-civ-spouse,Husband,White,Male,8,United-States,>50K
22,9th,Never-married,Own-child,White,Male,40,United-States,<=50K
